brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp
,Central lateral nucleus of the thalamus,0,0,0,0.015794,0.016132,0.031926,0,0,,,Central lateral nucleus of the thalamus,0,0,0,0.299245,0.328973,0.6282179999999999,0,0,0,,,Central lateral nucleus of the thalamus,0,0,0,0.45357,0.431178,0.884748,0,0,0,,,Central lateral nucleus of the thalamus,0,0,0,0.45357,0.431178,0.884748,0,0,0,,,Central lateral nucleus of the thalamus,0,0,0,0.356169,0.440314,0.796483,0,0,0,,,Central lateral nucleus of the thalamus,0,0,0,0.356169,0.440314,0.796483,0,0,0
,Central linear nucleus raphe,0,0,0,0.090091,0.095097,0.185188,0,0,,,Central linear nucleus raphe,0,0,0,0.035865999999999995,0.037452,0.073318,0,0,0,,,Central linear nucleus raphe,0,0,0,0.064066,0.064453,0.128519,0,0,0,,,Central linear nucleus raphe,0,0,0,0.064066,0.064453,0.128519,0,0,0,,,Central linear nucleus raphe,0,0,0,0.03536,0.035893,0.071253,0,0,0,,,Central linear nucleus raphe,0,0,0,0.03536,0.035893,0.071253,0,0,0
,Central medial nucleus of the thalamus,0,0,0,0.163892,0.167795,0.331687,0,0,,,Central medial nucleus of the thalamus,0,0,0,0.22171300000000002,0.20842600000000003,0.43013900000000005,0,0,0,,,Central medial nucleus of the thalamus,0,0,0,0.198062,0.236521,0.434583,0,0,0,,,Central medial nucleus of the thalamus,0,0,0,0.198062,0.236521,0.434583,0,0,0,,,Central medial nucleus of the thalamus,0,0,0,0.175803,0.173424,0.349227,0,0,0,,,Central medial nucleus of the thalamus,0,0,0,0.175803,0.173424,0.349227,0,0,0
,cerebal peduncle,0,0,0,0.009609,0.009816,0.019425,0,0,,,cerebal peduncle,0,0,0,0.353286,0.341435,0.6947209999999999,0,0,0,,,cerebal peduncle,0,0,0,0.37107,0.355235,0.726305,0,0,0,,,cerebal peduncle,0,0,0,0.37107,0.355235,0.726305,0,0,0,,,cerebal peduncle,0,0,0,0.301977,0.287792,0.589769,0,0,0,,,cerebal peduncle,0,0,0,0.301977,0.287792,0.589769,0,0,0
,cerebral aqueduct,0,0,0,0.494392,0.419146,0.913538,0,2.385803515,,,cerebral aqueduct,0,0,0,0.17157,0.156918,0.328488,0,0,0,,,cerebral aqueduct,0,0,0,0.147497,0.152374,0.299871,0,0,0,,,cerebral aqueduct,0,0,0,0.147497,0.152374,0.299871,0,0,0,,,cerebral aqueduct,0,0,0,0.153386,0.16742,0.320806,0,0,0,,,cerebral aqueduct,0,0,0,0.153386,0.16742,0.320806,0,0,0
,cingulum bundle,0,0,0,0.117892,0.118751,0.236643,25.44701931,33.68392687,,,cingulum bundle,0,6,6,0.72144,0.6788,1.40024,0,8.839127873,-6,,,cingulum bundle,0,0,0,0.933116,0.871986,1.805102,0,0,0,,,cingulum bundle,0,0,0,0.933116,0.871986,1.805102,0,0,0,,,cingulum bundle,61,5,66,0.833292,0.774013,1.607305,73.2036309,6.459839822,-66,,,cingulum bundle,0,0,0,0.833292,0.774013,1.607305,0,0,0
,"corpus callosum, anterior forceps",0,0,0,0.962939,0.874242,1.837181,0,0,,,"corpus callosum, anterior forceps",0,0,0,0.360364,0.333762,0.694126,0,0,0,,,"corpus callosum, anterior forceps",0,0,0,0.585658,0.449775,1.035433,0,0,0,,,"corpus callosum, anterior forceps",0,0,0,0.585658,0.449775,1.035433,0,0,0,,,"corpus callosum, anterior forceps",0,0,0,0.482092,0.324633,0.806725,0,0,0,,,"corpus callosum, anterior forceps",0,0,0,0.482092,0.324633,0.806725,0,0,0
,"corpus callosum, extreme capsule",0,0,0,0.229308,0.223177,0.452485,0,0,,,"corpus callosum, extreme capsule",0,0,0,0.037605,0.041244,0.078849,0,0,0,,,"corpus callosum, extreme capsule",0,0,0,0.037559,0.040963,0.078522,0,0,0,,,"corpus callosum, extreme capsule",0,0,0,0.037559,0.040963,0.078522,0,0,0,,,"corpus callosum, extreme capsule",0,0,0,0.034249,0.043548,0.077797,0,0,0,,,"corpus callosum, extreme capsule",0,0,0,0.034249,0.043548,0.077797,0,0,0
,"corpus callosum, posterior forceps",0,0,0,0.162736,0.156424,0.31916,0,0,,,"corpus callosum, posterior forceps",0,0,0,0.621842,0.615977,1.237819,0,0,0,,,"corpus callosum, posterior forceps",0,0,0,0.677639,0.71025,1.387889,0,0,0,,,"corpus callosum, posterior forceps",0,0,0,0.677639,0.71025,1.387889,0,0,0,,,"corpus callosum, posterior forceps",0,0,0,0.651786,0.642694,1.29448,0,0,0,,,"corpus callosum, posterior forceps",0,0,0,0.651786,0.642694,1.29448,0,0,0
,"corpus callosum, splenium",0,0,0,0.238486,0.155759,0.394245,184.4972032,27818.61722,,,"corpus callosum, splenium",0,0,0,0.364226,0.363299,0.727525,0,0,0,,,"corpus callosum, splenium",0,0,0,0.456342,0.476443,0.932785,0,0,0,,,"corpus callosum, splenium",0,0,0,0.456342,0.476443,0.932785,0,0,0,,,"corpus callosum, splenium",0,0,0,0.357038,0.381107,0.738145,0,0,0,,,"corpus callosum, splenium",0,0,0,0.357038,0.381107,0.738145,0,0,0
,"Dentate gyrus, granule cell layer",0,0,0,0.792351,0.819311,1.611662,0,0,,,"Dentate gyrus, granule cell layer",0,0,0,0.760716,0.7821469999999999,1.542863,0,0,0,,,"Dentate gyrus, granule cell layer",0,0,0,1.076859,1.048971,2.12583,0,0,0,,,"Dentate gyrus, granule cell layer",0,0,0,1.076859,1.048971,2.12583,0,0,0,,,"Dentate gyrus, granule cell layer",0,0,0,0.959569,0.930854,1.890423,0,0,0,,,"Dentate gyrus, granule cell layer",0,0,0,0.959569,0.930854,1.890423,0,0,0
,"Dentate gyrus, molecular layer",0,0,0,0.119439,0.127695,0.247134,0,0,,,"Dentate gyrus, molecular layer",0,0,0,2.024884,2.092864,4.1177480000000015,0,0,0,,,"Dentate gyrus, molecular layer",0,0,0,2.748097,2.754192,5.502289,0,0,0,,,"Dentate gyrus, molecular layer",0,0,0,2.748097,2.754192,5.502289,0,0,0,,,"Dentate gyrus, molecular layer",0,0,0,2.472822,2.46989,4.942712,0,0,0,,,"Dentate gyrus, molecular layer",0,0,0,2.472822,2.46989,4.942712,0,0,0
,"Dentate gyrus, polymorph layer",0,0,0,0.058629,0.05731,0.115939,51.1692166,17.44896179,,,"Dentate gyrus, polymorph layer",0,0,0,0.305866,0.319907,0.6257729999999999,0,0,0,,,"Dentate gyrus, polymorph layer",0,0,0,0.441591,0.423285,0.864876,0,0,0,,,"Dentate gyrus, polymorph layer",0,0,0,0.441591,0.423285,0.864876,0,0,0,,,"Dentate gyrus, polymorph layer",0,0,0,0.415506,0.383405,0.798911,0,0,0,,,"Dentate gyrus, polymorph layer",0,0,0,0.415506,0.383405,0.798911,0,0,0
,doral tegmental decussation,0,0,0,0.07021,0.062239,0.132449,0,0,,,doral tegmental decussation,0,0,0,0.002993,0.003067,0.00606,0,0,0,,,doral tegmental decussation,0,0,0,0.00699,0.006249,0.013239,0,0,0,,,doral tegmental decussation,0,0,0,0.00699,0.006249,0.013239,0,0,0,,,doral tegmental decussation,0,1,1,0.003052,0.003014,0.006066,0,331.7850033,-1,,,doral tegmental decussation,0,0,0,0.003052,0.003014,0.006066,0,0,0
,"Dorsal auditory area, layer 1",0,0,0,0.033511,0.031884,0.065395,29.84094775,0,,,"Dorsal auditory area, layer 1",0,0,0,0.095903,0.109101,0.205004,0,0,0,,,"Dorsal auditory area, layer 1",0,0,0,0.112291,0.094846,0.207137,0,0,0,,,"Dorsal auditory area, layer 1",0,0,0,0.112291,0.094846,0.207137,0,0,0,,,"Dorsal auditory area, layer 1",0,0,0,0.09955,0.103369,0.202919,0,0,0,,,"Dorsal auditory area, layer 1",0,0,0,0.09955,0.103369,0.202919,0,0,0
,"Dorsal auditory area, layer 2/3",0,0,0,0.081407,0.079912,0.161319,4766.174899,1138.752628,,,"Dorsal auditory area, layer 2/3",0,0,0,0.124354,0.152549,0.276903,0,0,0,,,"Dorsal auditory area, layer 2/3",0,0,0,0.154309,0.149099,0.303408,0,0,0,,,"Dorsal auditory area, layer 2/3",0,0,0,0.154309,0.149099,0.303408,0,0,0,,,"Dorsal auditory area, layer 2/3",0,222,222,0.130086,0.149016,0.279102,0,1489.77291,-222,,,"Dorsal auditory area, layer 2/3",0,0,0,0.130086,0.149016,0.279102,0,0,0
,"Dorsal auditory area, layer 6b",0,0,0,0.012633,0.012993,0.025626,0,0,,,"Dorsal auditory area, layer 6b",0,0,0,0.010158,0.01035,0.020508000000000002,0,0,0,,,"Dorsal auditory area, layer 6b",0,0,0,0.01105,0.013456,0.024506,0,0,0,,,"Dorsal auditory area, layer 6b",0,0,0,0.01105,0.013456,0.024506,0,0,0,,,"Dorsal auditory area, layer 6b",0,0,0,0.010363,0.011631,0.021994,0,0,0,,,"Dorsal auditory area, layer 6b",0,0,0,0.010363,0.011631,0.021994,0,0,0
,dorsal fornix,0,0,0,0.019309,0.016735,0.036044,0,0,,,dorsal fornix,0,0,0,0.019694,0.020501,0.040195,0,0,0,,,dorsal fornix,0,0,0,0.031154,0.030617,0.061771,0,0,0,,,dorsal fornix,0,0,0,0.031154,0.030617,0.061771,0,0,0,,,dorsal fornix,0,0,0,0.02151,0.021875,0.043385,0,0,0,,,dorsal fornix,0,0,0,0.02151,0.021875,0.043385,0,0,0
,dorsal hippocampal commissure,0,0,0,0.05869,0.055605,0.114295,3237.348782,2589.695171,,,dorsal hippocampal commissure,0,0,0,0.485858,0.465805,0.951663,0,0,0,,,dorsal hippocampal commissure,0,0,0,0.510655,0.513544,1.024199,0,0,0,,,dorsal hippocampal commissure,0,0,0,0.510655,0.513544,1.024199,0,0,0,,,dorsal hippocampal commissure,0,0,0,0.47189,0.462013,0.933903,0,0,0,,,dorsal hippocampal commissure,0,0,0,0.47189,0.462013,0.933903,0,0,0
,dorsal limb,0,0,0,0.031037,0.031051,0.062088,0,0,,,dorsal limb,0,0,0,0.029657999999999997,0.040112,0.06977,0,0,0,,,dorsal limb,0,0,0,0.070677,0.062931,0.133608,0,0,0,,,dorsal limb,0,0,0,0.070677,0.062931,0.133608,0,0,0,,,dorsal limb,0,0,0,0.058365,0.013473,0.071838,0,0,0,,,dorsal limb,0,0,0,0.058365,0.013473,0.071838,0,0,0
,Dorsal nucleus raphe,0,0,0,0.025815,0.025844,0.051659,0,0,,,Dorsal nucleus raphe,0,0,0,0.066594,0.06505,0.13164399999999998,0,0,0,,,Dorsal nucleus raphe,0,0,0,0.069147,0.069163,0.13831,0,0,0,,,Dorsal nucleus raphe,0,0,0,0.069147,0.069163,0.13831,0,0,0,,,Dorsal nucleus raphe,0,0,0,0.068766,0.070292,0.139058,0,0,0,,,Dorsal nucleus raphe,0,0,0,0.068766,0.070292,0.139058,0,0,0
,"Dorsal part of the lateral geniculate complex, core",0,0,0,0.053995,0.057103,0.111098,0,0,,,"Dorsal part of the lateral geniculate complex, core",0,0,0,0.219856,0.23462399999999997,0.45448,0,0,0,,,"Dorsal part of the lateral geniculate complex, core",0,0,0,0.26565,0.290733,0.556383,0,0,0,,,"Dorsal part of the lateral geniculate complex, core",0,0,0,0.26565,0.290733,0.556383,0,0,0,,,"Dorsal part of the lateral geniculate complex, core",0,0,0,0.283177,0.279339,0.562516,0,0,0,,,"Dorsal part of the lateral geniculate complex, core",0,0,0,0.283177,0.279339,0.562516,0,0,0
,"Dorsal part of the lateral geniculate complex, ipsilateral zone",0,0,0,0.060782,0.075249,0.136031,49.35671745,79.73527887,,,"Dorsal part of the lateral geniculate complex, ipsilateral zone",0,0,0,0.048553,0.050837,0.09939,0,0,0,,,"Dorsal part of the lateral geniculate complex, ipsilateral zone",0,0,0,0.063133,0.069801,0.132934,0,0,0,,,"Dorsal part of the lateral geniculate complex, ipsilateral zone",0,0,0,0.063133,0.069801,0.132934,0,0,0,,,"Dorsal part of the lateral geniculate complex, ipsilateral zone",0,0,0,0.062239,0.063186,0.125425,0,0,0,,,"Dorsal part of the lateral geniculate complex, ipsilateral zone",0,0,0,0.062239,0.063186,0.125425,0,0,0
,"Dorsal part of the lateral geniculate complex, shell",0,0,0,0.021133,0.02401,0.045143,0,0,,,"Dorsal part of the lateral geniculate complex, shell",0,0,0,0.097832,0.098418,0.19625,0,0,0,,,"Dorsal part of the lateral geniculate complex, shell",0,0,0,0.121518,0.127131,0.248649,0,0,0,,,"Dorsal part of the lateral geniculate complex, shell",0,0,0,0.121518,0.127131,0.248649,0,0,0,,,"Dorsal part of the lateral geniculate complex, shell",0,0,0,0.112342,0.113359,0.225701,0,0,0,,,"Dorsal part of the lateral geniculate complex, shell",0,0,0,0.112342,0.113359,0.225701,0,0,0
,Dorsal premammillary nucleus,0,0,0,0.024109,0.024108,0.048217,0,0,,,Dorsal premammillary nucleus,0,0,0,0.05344,0.056411,0.109851,0,0,0,,,Dorsal premammillary nucleus,0,0,0,0.064025,0.064466,0.128491,0,0,0,,,Dorsal premammillary nucleus,0,0,0,0.064025,0.064466,0.128491,0,0,0,,,Dorsal premammillary nucleus,0,0,0,0.050282,0.052112,0.102394,0,0,0,,,Dorsal premammillary nucleus,0,0,0,0.050282,0.052112,0.102394,0,0,0
,Dorsal tegmental nucleus,0,0,0,0.077958,0.082053,0.160011,192.4112984,341.2428552,,,Dorsal tegmental nucleus,0,0,0,0.056315,0.054360000000000006,0.110675,0,0,0,,,Dorsal tegmental nucleus,0,0,0,0.070714,0.071299,0.142013,0,0,0,,,Dorsal tegmental nucleus,0,0,0,0.070714,0.071299,0.142013,0,0,0,,,Dorsal tegmental nucleus,3,0,3,0.062545,0.067998,0.130543,47.96546487,0,-3,,,Dorsal tegmental nucleus,0,0,0,0.062545,0.067998,0.130543,0,0,0
,Dorsal terminal nucleus of the accessory optic tract,0,0,0,0.054073,0.047647,0.10172,0,0,,,Dorsal terminal nucleus of the accessory optic tract,0,0,0,0.005289,0.005391,0.01068,0,0,0,,,Dorsal terminal nucleus of the accessory optic tract,0,0,0,0.005827,0.005708,0.011535,0,0,0,,,Dorsal terminal nucleus of the accessory optic tract,0,0,0,0.005827,0.005708,0.011535,0,0,0,,,Dorsal terminal nucleus of the accessory optic tract,0,0,0,0.006877,0.006141,0.013018,0,0,0,,,Dorsal terminal nucleus of the accessory optic tract,0,0,0,0.006877,0.006141,0.013018,0,0,0
,Ectorhinal area/Layer 1,0,0,0,0.109812,0.1033,0.213112,27.31941864,0,,,Ectorhinal area/Layer 1,0,0,0,0.222464,0.292652,0.5151159999999999,0,0,0,,,Ectorhinal area/Layer 1,0,0,0,0.116856,0.126335,0.243191,0,0,0,,,Ectorhinal area/Layer 1,0,0,0,0.116856,0.126335,0.243191,0,0,0,,,Ectorhinal area/Layer 1,0,0,0,0.136054,0.134083,0.270137,0,0,0,,,Ectorhinal area/Layer 1,0,0,0,0.136054,0.134083,0.270137,0,0,0
,Ectorhinal area/Layer 2/3,0,0,0,0.086113,0.083445,0.169558,0,0,,,Ectorhinal area/Layer 2/3,0,5,5,0.373612,0.353351,0.726963,0,14.150235884432192,-5,,,Ectorhinal area/Layer 2/3,0,0,0,0.187173,0.218449,0.405622,0,0,0,,,Ectorhinal area/Layer 2/3,0,0,0,0.187173,0.218449,0.405622,0,0,0,,,Ectorhinal area/Layer 2/3,0,0,0,0.203797,0.199316,0.403113,0,0,0,,,Ectorhinal area/Layer 2/3,0,0,0,0.203797,0.199316,0.403113,0,0,0
,Ectorhinal area/Layer 6a,0,0,0,0.006062,0.006115,0.012177,0,0,,,Ectorhinal area/Layer 6a,0,0,0,0.156624,0.14111700000000002,0.297741,0,0,0,,,Ectorhinal area/Layer 6a,0,0,0,0.138125,0.13874,0.276865,0,0,0,,,Ectorhinal area/Layer 6a,0,0,0,0.138125,0.13874,0.276865,0,0,0,,,Ectorhinal area/Layer 6a,0,0,0,0.162144,0.143862,0.306006,0,0,0,,,Ectorhinal area/Layer 6a,0,0,0,0.162144,0.143862,0.306006,0,0,0
,Ectorhinal area/Layer 6b,0,0,0,0.385504,0.444157,0.829661,5.188013613,4.502912259,,,Ectorhinal area/Layer 6b,0,0,0,0.023534,0.021335,0.044869,0,0,0,,,Ectorhinal area/Layer 6b,0,0,0,0.020868,0.020373,0.041241,0,0,0,,,Ectorhinal area/Layer 6b,0,0,0,0.020868,0.020373,0.041241,0,0,0,,,Ectorhinal area/Layer 6b,0,0,0,0.026385,0.022473,0.048858,0,0,0,,,Ectorhinal area/Layer 6b,0,0,0,0.026385,0.022473,0.048858,0,0,0
,"Entorhinal area, lateral part, layer 1",0,0,0,0.238175,0.252232,0.490407,0,3.964604015,,,"Entorhinal area, lateral part, layer 1",0,5,5,0.8993620000000001,1.047993,1.947355,0,4.771024233940494,-5,,,"Entorhinal area, lateral part, layer 1",0,0,0,0.43274,0.428779,0.861519,0,0,0,,,"Entorhinal area, lateral part, layer 1",0,0,0,0.43274,0.428779,0.861519,0,0,0,,,"Entorhinal area, lateral part, layer 1",0,0,0,0.59583,0.711627,1.307457,0,0,0,,,"Entorhinal area, lateral part, layer 1",0,0,0,0.59583,0.711627,1.307457,0,0,0
,"Entorhinal area, lateral part, layer 5",0,0,0,0.349523,0.35212,0.701643,0,0,,,"Entorhinal area, lateral part, layer 5",0,0,0,0.666291,0.7373759999999999,1.403667,0,0,0,,,"Entorhinal area, lateral part, layer 5",0,0,0,0.527055,0.607577,1.134632,0,0,0,,,"Entorhinal area, lateral part, layer 5",0,0,0,0.527055,0.607577,1.134632,0,0,0,,,"Entorhinal area, lateral part, layer 5",0,0,0,0.559663,0.652485,1.212148,0,0,0,,,"Entorhinal area, lateral part, layer 5",0,0,0,0.559663,0.652485,1.212148,0,0,0
,"Entorhinal area, lateral part, layer 6a",0,0,0,0.299789,0.3375,0.637289,3.335679428,0,,,"Entorhinal area, lateral part, layer 6a",0,0,0,0.390757,0.44447299999999995,0.8352299999999999,0,0,0,,,"Entorhinal area, lateral part, layer 6a",0,0,0,0.401369,0.544834,0.946203,0,0,0,,,"Entorhinal area, lateral part, layer 6a",0,0,0,0.401369,0.544834,0.946203,0,0,0,,,"Entorhinal area, lateral part, layer 6a",0,0,0,0.383496,0.456588,0.840084,0,0,0,,,"Entorhinal area, lateral part, layer 6a",0,0,0,0.383496,0.456588,0.840084,0,0,0
,"Entorhinal area, medial part, dorsal zone, layer 1",0,0,0,0.2028,0.247798,0.450598,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 1",0,0,0,0.503765,0.6080829999999999,1.111848,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 1",0,0,0,0.512688,0.453536,0.966224,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 1",0,2,2,0.512688,0.453536,0.966224,0,4.409793269,-2,,,"Entorhinal area, medial part, dorsal zone, layer 1",0,0,0,0.572004,0.458836,1.03084,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 1",0,0,0,0.572004,0.458836,1.03084,0,0,0
,"Entorhinal area, medial part, dorsal zone, layer 3",0,0,0,0.100261,0.129178,0.229439,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 3",0,0,0,0.423526,0.45837,0.8818959999999999,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 3",0,0,0,0.419074,0.414149,0.833223,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 3",0,0,0,0.419074,0.414149,0.833223,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 3",0,0,0,0.43499,0.378525,0.813515,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 3",0,0,0,0.43499,0.378525,0.813515,0,0,0
,"Entorhinal area, medial part, dorsal zone, layer 5",0,0,0,0.065457,0.06117,0.126627,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 5",0,4,4,0.385494,0.41438500000000006,0.799879,0,9.652859056191705,-4,,,"Entorhinal area, medial part, dorsal zone, layer 5",0,0,0,0.416845,0.465908,0.882753,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 5",0,0,0,0.416845,0.465908,0.882753,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 5",0,0,0,0.397493,0.372956,0.770449,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 5",0,0,0,0.397493,0.372956,0.770449,0,0,0
,"Entorhinal area, medial part, dorsal zone, layer 6",0,0,0,0.171054,0.174129,0.345183,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 6",0,0,0,0.243721,0.262407,0.506128,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 6",0,0,0,0.305049,0.419112,0.724161,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 6",0,0,0,0.305049,0.419112,0.724161,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 6",0,0,0,0.257653,0.277442,0.535095,0,0,0,,,"Entorhinal area, medial part, dorsal zone, layer 6",0,0,0,0.257653,0.277442,0.535095,0,0,0
,Ethmoid nucleus of the thalamus,0,0,0,0.053222,0.052619,0.105841,187.892225,361.0862996,,,,,,,0.329429,0.334122,0.663551,0,0,0,,,,,,,0.358489,0.4078,0.766289,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0
,external capsule,0,0,0,0.026055,0.028659,0.054714,0,0,,,external capsule,0,0,0,0.11052100000000001,0.109605,0.22012600000000002,0,0,0,,,external capsule,0,0,0,0.12766,0.136736,0.264396,46.99984333,0,0,,,external capsule,0,0,0,0.358489,0.4078,0.766289,0,0,0,,,external capsule,8,0,8,0.374953,0.372025,0.746978,21.33600745,0,-8,,,external capsule,0,0,0,0.374953,0.372025,0.746978,0,0,0
,external medullary lamina of the thalamus,0,0,0,0.01954,0.019723,0.039263,102.3541453,50.70222583,,,external medullary lamina of the thalamus,0,0,0,0.49113900000000005,0.527597,1.018736,22.39691818405787,5.686158185129939,0,,,external medullary lamina of the thalamus,0,0,0,0.572986,0.699999,1.272985,43.63108348,25.71432245,0,,,external medullary lamina of the thalamus,0,0,0,0.0612,0.053804,0.115004,0,0,0,,,external medullary lamina of the thalamus,0,0,0,0.061653,0.054491,0.116144,0,0,0,,,external medullary lamina of the thalamus,0,0,0,0.061653,0.054491,0.116144,0,0,0
,fasciculus retroflexus,0,0,0,0.099893,0.096547,0.19644,300.3213438,528.2401317,,,fasciculus retroflexus,0,0,0,0.028399,0.028687,0.057086000000000005,0,0,0,,,fasciculus retroflexus,0,0,0,0.037076,0.038195,0.075271,0,0,0,,,fasciculus retroflexus,1,3,4,0.11829,0.114053,0.232343,8.453799983,26.30356063,-4,,,fasciculus retroflexus,0,1,1,0.10433,0.097333,0.201663,0,10.27400779,-1,,,fasciculus retroflexus,0,0,0,0.10433,0.097333,0.201663,0,0,0
,Fasciola cinerea,0,0,0,0.424387,0.439586,0.863973,49.48313685,20.47380945,,,Fasciola cinerea,0,0,0,0.248619,0.243093,0.4917119999999999,0,0,0,,,Fasciola cinerea,0,0,0,0.268272,0.274768,0.54304,741.7844576,993.5654807,0,,,Fasciola cinerea,0,0,0,0.037076,0.038195,0.075271,0,0,0,,,Fasciola cinerea,0,0,0,0.019901,0.020535,0.040436,0,0,0,,,Fasciola cinerea,0,0,0,0.019901,0.020535,0.040436,0,0,0
,Field CA1,0,0,0,1.560115,1.643175,3.20329,0,0,,,Field CA1,0,0,0,0.216556,0.212212,0.42876800000000004,0,0,0,,,Field CA1,0,0,0,0.246254,0.263786,0.51004,0,0,0,,,Field CA1,0,0,0,5.68035,6.127969,11.808319,0,0,0,,,Field CA1,0,0,0,4.8917,5.227843,10.119543,0,0,0,,,Field CA1,0,0,0,4.8917,5.227843,10.119543,0,0,0
,Field CA2,0,0,0,0.051572,0.062369,0.113941,19.39036687,128.2688515,,,Field CA2,0,0,0,2.814237,2.797918,5.6121550000000004,0,0,0,,,Field CA2,0,0,0,3.443211,3.449827,6.893038,0,0,0,,,Field CA2,0,0,0,0.246254,0.263786,0.51004,0,0,0,,,Field CA2,0,0,0,0.254147,0.262518,0.516665,0,0,0,,,Field CA2,0,0,0,0.254147,0.262518,0.516665,0,0,0
,Field CA3,0,0,0,0.760202,0.651585,1.411787,0,0,,,Field CA3,0,0,0,0.132664,0.131299,0.263963,0,0,0,,,Field CA3,0,0,0,0.139368,0.141573,0.280941,14.35049653,0,0,,,Field CA3,0,0,0,3.443211,3.449827,6.893038,0,0,0,,,Field CA3,0,0,0,3.638304,3.495717,7.134021,0,0,0,,,Field CA3,0,0,0,3.638304,3.495717,7.134021,0,0,0
,fimbria,0,0,0,0.179415,0.17056,0.349975,0,0,,,fimbria,0,0,0,0.418017,0.441529,0.8595459999999999,0,2.2648568950170884,0,,,fimbria,0,0,0,0.484349,0.671959,1.156308,0,0,0,,,fimbria,0,0,0,0.914238,0.837852,1.75209,0,0,0,,,fimbria,0,0,0,1.650178,1.450974,3.101152,0,0,0,,,fimbria,0,0,0,1.650178,1.450974,3.101152,0,0,0
,Flocculus,0,0,0,0.139351,0.139011,0.278362,0,0,,,Flocculus,0,1,1,0.45068100000000005,0.43394799999999994,0.8846290000000001,0,0,-1,,,Flocculus,0,0,0,0.90628,0.968118,1.874398,0,0,0,,,Flocculus,2,1,3,0.484349,0.671959,1.156308,4.129253906,1.488186035,-3,,,Flocculus,0,0,0,0.436842,0.335859,0.772701,0,0,0,,,Flocculus,0,0,0,0.436842,0.335859,0.772701,0,0,0
,Folium-tuber vermis (VII),0,0,0,0.054109,0.037416,0.091525,0,0,,,Folium-tuber vermis (VII),0,0,0,0.300177,0.294148,0.594325,0,0,0,,,Folium-tuber vermis (VII),0,0,0,0.399883,0.400039,0.799922,0,0,0,,,Folium-tuber vermis (VII),0,0,0,0.90628,0.968118,1.874398,0,0,0,,,Folium-tuber vermis (VII),0,0,0,0.435738,0.422736,0.858474,0,0,0,,,Folium-tuber vermis (VII),0,0,0,0.435738,0.422736,0.858474,0,0,0
,fourth ventricle,0,0,0,0.050832,0.034273,0.085105,0,0,,,fourth ventricle,0,0,0,0.043977,0.063729,0.107706,0,0,0,,,fourth ventricle,0,0,0,0.090132,0.077478,0.16761,0,0,0,,,fourth ventricle,0,0,0,0.399883,0.400039,0.799922,0,0,0,,,fourth ventricle,10,0,10,0.317132,0.303521,0.620653,31.53261103,0,-10,,,fourth ventricle,0,0,0,0.317132,0.303521,0.620653,0,0,0
